SEQ,NRPATRIMONIO1,DESCRICAO,CODCLASSIFICACAO,NOME_SETOR,LOCALIZAÇÃO,VALOR,DATACADASTRO,DESC_ESTADO,NRNOTAFISCAL,NOMEUNIDADE,ESTADO
141,70981,SOFÁ 02 LUGARES ALBERFLEX,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,B2 SALA DOS TERCEIRIZADOS,1600,21/03/2012,Bom,21864/2012,GOI,B
142,70995,SOFÁ 02 LUGARES ALBERFLEX,42,BIBLIOTECA,BIBLIOTECA,1600,21/03/2012,Bom,21864/2012,GOI,B
143,70996,SOFÁ 02 LUGARES ALBERFLEX,42,COORDENAÇÃO DE RECURSOS HUMANOS E ASSISTÊNCIA SOCIAL,B1 CRHAS,1600,21/03/2012,Bom,21864/2012,GOI,B
144,70997,SOFÁ 02 LUGARES ALBERFLEX,42,PROFESSORES,B2 SALA DOS PROFESSORES,1600,21/03/2012,Bom,21864/2012,GOI,B
145,70998,SOFÁ 03 LUGARES ALBERFLEX,42,BIBLIOTECA,BIBLIOTECA,2350,21/03/2012,Bom,21864/2012,GOI,B
146,70999,SOFÁ 03 LUGARES ALBERFLEX,42,DIRETORIA GERAL,B1 DG,2350,21/03/2012,Bom,21864/2012,GOI,B
147,72427,"ESTABILIZADOR DE TENSÃO MICRO PROCESSADO EP MONO 20KVA,  LACERDA",35,SETOR DE PATRIMÔNIO,,7300,22/05/2012,Bom,07/2012,GOI,B
148,74563,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO ACADÊMICA,,400,10/09/2012,Bom,684/2012,GOI,B
149,74564,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,400,10/09/2012,Bom,684/2012,GOI,B
150,74565,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T602 ATELIE TRIDIMENSIONAL,400,10/09/2012,Bom,684/2012,GOI,B
151,74566,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,400,10/09/2012,Bom,684/2012,GOI,B
152,74567,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,400,10/09/2012,Bom,684/2012,GOI,B
153,74568,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,400,10/09/2012,Bom,684/2012,GOI,B
154,74569,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,400,10/09/2012,Bom,684/2012,GOI,B
155,74570,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,400,10/09/2012,Bom,684/2012,GOI,B
156,74571,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T607 ATELIE DE PINTURA,400,10/09/2012,Bom,684/2012,GOI,B
157,74572,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,400,10/09/2012,Bom,684/2012,GOI,B
158,74573,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,400,10/09/2012,Bom,684/2012,GOI,B
159,74574,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO ACADÊMICA,,400,10/09/2012,Bom,684/2012,GOI,B
160,74574,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO ACADÊMICA,,400,10/09/2012,Bom,684/2012,GOI,B
161,74575,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,400,10/09/2012,Bom,684/2012,GOI,B
162,74576,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,495,10/09/2012,Bom,684/2012,GOI,B
163,74577,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,SETOR DE PATRIMÔNIO,,495,10/09/2012,Bom,684/2012,GOI,B
164,74578,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO ACADÊMICA,,495,10/09/2012,Bom,684/2012,GOI,B
165,74578,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO ACADÊMICA,,495,10/09/2012,Bom,684/2012,GOI,B
166,74579,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,495,10/09/2012,Bom,684/2012,GOI,B
167,74580,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,495,10/09/2012,Bom,684/2012,GOI,B
168,74581,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,495,10/09/2012,Bom,684/2012,GOI,B
169,74582,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,495,10/09/2012,Bom,684/2012,GOI,B
170,74583,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,495,10/09/2012,Bom,684/2012,GOI,B
171,74584,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,495,10/09/2012,Bom,684/2012,GOI,B
172,74585,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,495,10/09/2012,Bom,684/2012,GOI,B
173,74586,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,495,10/09/2012,Bom,684/2012,GOI,B
174,74587,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T609 ATELIE TEXTIL,495,10/09/2012,Bom,684/2012,GOI,B
175,74588,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,SETOR DE PATRIMÔNIO,,495,10/09/2012,Bom,684/2012,GOI,B
176,74589,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,SETOR DE PATRIMÔNIO,,495,10/09/2012,Bom,684/2012,GOI,B
177,74590,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T608 ATELIE PINTURA,495,10/09/2012,Bom,684/2012,GOI,B
178,74591,MESA DESENHO 80X60 - MARCA SCHOOL CENTER,42,COORDENAÇÃO CURSO LICENCIATURA ARTES VISUAIS,B6 T603  ATELIE DE DESENHO,495,10/09/2012,Bom,684/2012,GOI,B
179,75504,"QUADRO BRANCO MAGNÉTICO 3,00X1,20M MARCA BOARD NET",42,SETOR DE PATRIMÔNIO,,300,23/05/2012,Bom,11899,GOI,B
180,75505,"QUADRO BRANCO MAGNÉTICO 3,00X1,20M MARCA BOARD NET",42,SETOR DE PATRIMÔNIO,,300,23/05/2012,Bom,11899,GOI,B
181,75506,"QUADRO BRANCO MAGNÉTICO 3,00X1,20M MARCA BOARD NET",42,COORDENAÇÃO CURSO TECNICO INTEGRADO AUDIO E VIDEO,,300,23/05/2012,Bom,11899,GOI,B
182,81715,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
183,81716,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
184,81717,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
185,81718,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
186,81719,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
187,81720,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
188,81721,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
189,81722,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
190,81723,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
191,81724,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
192,81725,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
193,81726,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
194,81727,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
195,81728,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
196,81729,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
197,81730,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
198,81731,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
199,81732,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
200,81733,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
201,81734,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
202,81735,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
203,81736,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
204,81737,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
205,81738,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
206,81739,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
207,81740,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
208,81741,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
209,81742,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
210,81743,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
211,81744,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
212,81745,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
213,81746,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
214,81747,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
215,81748,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
216,81749,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
217,81750,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
218,81751,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
219,81752,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,B6 S609 LAB ESTUDIO,198,21/08/2012,Bom,11.398,GOI,B
220,81753,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
221,81754,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
222,81755,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
223,81756,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
224,81757,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
225,81758,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
226,81759,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
227,81760,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
228,81761,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
229,81762,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
230,81763,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
231,81764,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
232,81765,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
233,81766,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
234,81767,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
235,81768,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
236,81769,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
237,81770,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
238,81771,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
239,81772,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
240,81773,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
241,81774,CARTEIRA ESCOLAR. USE MOVEIS.,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,21/08/2012,Bom,11.398,GOI,B
242,82530,MESA DE CENTRO 600X600X350 MM,42,SETOR DE AQUISIÇÕES E CONTRATOS,SALA DE REUNIAO,"324,49",13/04/2012,Bom,8820/2012,GOI,B
243,82531,MESA DE CENTRO 600X600X350 MM,42,COORDENAÇÃO DE ASSISTÊNCIA ESTUDANTIL,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
244,82532,MESA DE CENTRO 600X600X350 MM,42,COORDENAÇÃO DE RECURSOS HUMANOS E ASSISTÊNCIA SOCIAL,B1 CRHAS,"324,49",13/04/2012,Bom,8820/2012,GOI,B
245,82533,MESA DE CENTRO 600X600X350 MM,42,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
246,82534,MESA DE CENTRO 600X600X350 MM,42,SETOR DE PATRIMÔNIO,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
247,82535,MESA DE CENTRO 600X600X350 MM,42,SETOR DE PATRIMÔNIO,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
248,82536,MESA DE CENTRO 600X600X350 MM,42,BIBLIOTECA,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
249,82537,MESA DE CENTRO 600X600X350 MM,42,SETOR DE PATRIMÔNIO,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
250,82538,MESA DE CENTRO 600X600X350 MM,42,SETOR DE PATRIMÔNIO,,"324,49",13/04/2012,Bom,8820/2012,GOI,B
251,82589,MESA P/ REUNIÃO CIRCULAR 1200X750MM,42,SETOR DE PATRIMÔNIO,,"457,6",13/04/2012,Bom,8820/2012,GOI,B
252,82651,MESA RETANGULAR 800X600X740,42,COORDENAÇÃO ACADÊMICA,,"486,4",13/04/2012,Bom,8751/2012,GOI,B
253,82652,MESA RETANGULAR 800X600X740,42,SETOR DE PATRIMÔNIO,,"486,4",13/04/2012,Bom,8751/2012,GOI,B
254,82655,MESA RETANGULAR 1200X600X740,42,SETOR DE PATRIMÔNIO,,"543,2",13/04/2012,Bom,8751/2012,GOI,B
255,82656,MESA RETANGULAR 1200X600X740,42,SETOR DE PATRIMÔNIO,,"543,2",13/04/2012,Bom,8751/2012,GOI,B
256,82657,MESA RETANGULAR 1200X600X740,42,SETOR DE PATRIMÔNIO,,"543,2",13/04/2012,Bom,8751/2012,GOI,B
257,82688,LIQUIDIFICADOR MONDIAL,33,GERÊNCIA DE ADMINISTRAÇÃO,B1 SALA DO SERVIDOR,80,17/04/2012,Bom,584/2012,GOI,B
258,82692,MICROONDAS 27 L PANASONIC,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,357,17/04/2012,Bom,585/2012,GOI,B
259,82693,FOGÃO 4 BOCAS ATLAS COLISEUM,34,COORDENAÇÃO DE ADMINISTRAÇÃO E MANUTENÇÃO,,"267,89",17/04/2012,Bom,314/2012,GOI,B
260,82694,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
261,82695,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
262,82696,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
263,82697,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
264,82698,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
265,82699,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
266,82700,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
267,82701,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
268,82702,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
269,82703,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
270,82704,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
271,82705,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
272,82706,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
273,82707,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
274,82708,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
275,82709,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
276,82710,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
277,82711,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
278,82712,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
279,82713,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
280,82714,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
281,82715,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
282,82716,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
283,82717,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
284,82718,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
285,82719,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
286,82720,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
287,82721,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
288,82722,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
289,82723,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
290,82724,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
291,82725,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
292,82726,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
293,82727,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
294,82728,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
295,82729,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
296,82730,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
297,82731,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
298,82732,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
299,82733,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
300,82734,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
301,82735,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
302,82736,CARTEIRA ESCOLAR,42,DEPARTAMENTO DE ÁREAS ACADÊMICAS,,198,25/04/2012,Bom,9031/2012,GOI,B
